1,0,0.045593,0.29412,0.15692,0,0.12807,0,0.21716,0.04451,0.31157,0,0,0,0,0,0.066914,0.016997,0,0,0.015576,0.061503,0.009901,0,0.026087,0.036101,0.07563,0.04298,0,0,0,0.010601,0.744,0,0.009901,0,0.043988,0.0079576,0,0.028391,0.016611,0.010239,0,0.063197,0.048711,0.016611,0.019355,0.06698,0,0,0.16088,0.010601,0,0,0.04451,0,0.0085179,0,0,0,0,0.0085179,0.063197,0.090069,0,0,0.025937,0,0.017794,0.047619,0,0.0317,0,0.054711,0.039894,0.015576,0.013245,0.14462,0.023873,0.0095847,0.066914,0,0.032491,0.017794,0,0.32824,0,0.50831,0.58154,0.021944,0,0,0,0.18959,0,0.016997,0,0.032491,0,0.075377,0.033079,0,0,0.011976,0,0,0,0,0,0.014308,0,0.015974,0,0,0.01676,0.04451,0,0.13439,0,0.010239,0.024259,0,0.49045,0,0.010033,0,0,0.16088,0,0.04451,0.009901,0.018405,0,0,0,0,0.045333,0,0.020408,0,0,0.24923,0,0.035885,0.45701,0.032491,0.039578,0,0.083077,0,0,0.042607,0,0,0,0,0,0,0.028939,0.021108,0,0,0.04451,0,0,0.032491,0,0,0,0,0.010601,0.015974,0.066914,0.032491,0,0,0.010239,0,0.032491,0,0,0.015576,0,0,0.24513,0.016611,0,0.015974,0,0.21201,0.028754,0,0.009901,0,0,0,0,0.04298,0,0.039788,0,0,0.041199,0,0,0,0.015974,0,0.0088496,0,0.017794,0,0.032491,0,0.032491,0.032491,0,0.0096463,0.14141,0.04534,0.010601,0,0,0,0.036101,0.0069204,0.015974,0,0,0,0.019905,0,0.014663,0.0054201,0,0,0,0,0.021108,0.017794,0,0,0,0,0,0,0.24923,0,0.060606,0.33828,0.029499,0.020408,0,0.06383,0,0,0,0,0,0.017738,0,0,0,0,0,0.35823,0.014308,0.013245,0,0,0,0,0,0,0.074499,0,0.0069444,0,0,0,0.028571,0.017794,0,0.028391,0,0,0,0.039894,0,0.035398,0.038576,0.015974,0.043584,0,0,0,0,0,0.067449,0.012739,0,0.017794,0,0,0,0,0,0,0.063197,0.024931,0.05974,0,0,0,0,0.22654,0.0086455,0,0,0.063197,0,0.20074,0,0,0.013245,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0.35294,0.26531,0.20548,0,0.34286,0,0,0,0,0,0,0,0,0,0,0,0,0.2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057143,0,0,0,0,0,0.31034,0,0,0,0,0.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29032,0.375,0.21176,0,0.11429,0,0,0,0.34286,0,0,0,0,0,0,0,0.42857,0.092308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14286,0,0,0.054054,0,0.071942,0,0,0,0.092308,0,0.084746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29032,0,0,0,0,0,0,0.23077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27692,0,0,0,0,0,0,0.27273,0,0,0.45455,0,0,0,0.31034,0.27273,0,0.31034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079365,0.077922,0,0,0,0,0,0,0,0,0,0,0,0.068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070423,0,0.21818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079365,0,0,0,0.064516,0,0,0,0,0,0,0.28125,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.049793,0.092308,0.091503,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045593,0,1,0.28814,0.17647,0,0.068063,0,0.092784,0.068182,0.068182,0,0,0,0,0,0,0,0,0,0.02381,0.079295,0.018868,0,0.05,0,0.096774,0.065934,0,0,0,0.020134,0.046154,0,0.018868,0.22,0.067416,0.015306,0,0.036145,0.025316,0.019481,0,0.070423,0.054945,0.025316,0.025,0.085131,0,0,0.18072,0.020134,0,0,0.068182,0,0.017828,0,0,0,0,0.017828,0.070423,0.10714,0,0,0.049724,0,0.027027,0.053763,0,0.038674,0,0,0.061381,0.02381,0.022082,0.058824,0.045918,0.018293,0,0,0.041096,0.027027,0,0.11765,0,0.18987,0.10588,0.02994,0,0,0,0.21127,0,0,0,0.041096,0,0.094431,0.039216,0,0,0.020057,0,0,0,0,0,0.66009,0,0.02439,0,0,0.040214,0.068182,0,0,0,0.019481,0.046632,0,0.045593,0,0.019108,0,0,0.18072,0,0.068182,0.018868,0.02381,0,0,0,0,0.066667,0,0.027933,0,0,0.10588,0,0.055427,0.067834,0.041096,0.045685,0,0.10588,0,0,0.062802,0,0,0,0,0,0,0.055215,0,0,0,0.068182,0,0,0.041096,0,0,0,0,0.020134,0.02439,0,0.041096,0,0,0.019481,0,0.041096,0,0,0.02381,0,0,0,0.025316,0,0.02439,0,0,0.054878,0,0.018868,0,0,0,0,0.065934,0.33803,0.30612,0,0,0.056466,0,0,0,0.02439,0,0.016949,0,0.027027,0,0.041096,0,0.041096,0.041096,0,0.018405,0,0.23301,0.020134,0,0,0.2533,0,0.016447,0.02439,0,0,0,0.024885,0,0.022472,0.013021,0,0,0.24658,0,0,0.027027,0,0,0,0,0,0,0.10588,0,0,0,0,0.027933,0,0.069767,0,0,0.27907,0,0,0.036481,0,0,0,0,0,0.035857,0.66009,0.022082,0,0.089888,0.094118,0,0,0,0,0.08284,0.016502,0,0,0,0.054545,0.027027,0,0.036145,0,0,0,0.061381,0,0,0.045455,0.02439,0,0,0,0,0,0,0.089888,0.021277,0,0.027027,0,0,0.33803,0,0,0,0.070423,0.031915,0.08,0,0,0,0,0,0.016575,0,0.24658,0.070423,0,0,0,0,0.022082,0,0.53731,0
0.29412,0,0.28814,1,0.34483,0,0.25547,0,0.25714,0.27869,0.27869,0,0,0,0,0,0,0,0,0,0.29825,0.20809,0.31429,0,0.2619,0,0.27273,0.26563,0,0,0,0.34737,0.23404,0,0.31429,0,0.27419,0.23239,0,0.32143,0.32692,0.33,0,0.45455,0.3125,0.32692,0.19355,0.21805,0,0,0.35714,0.34737,0,0,0.27869,0,0.32668,0,0,0,0,0.32668,0.45455,0.22353,0,0,0.25984,0,0.3617,0.30303,0,0.29134,0,0,0.24028,0.29825,0.32057,0.34483,0.23239,0.3,0,0,0.3913,0.3617,0,0.25333,0,0.38462,0.31034,0.30973,0,0,0,0.45455,0,0,0,0.3913,0,0.2459,0.25333,0,0,0.27801,0,0,0,0,0,0.2912,0,0.30909,0,0,0.24528,0.27869,0,0,0,0.33,0.23741,0,0.29412,0,0.32039,0,0,0.35714,0,0.27869,0.31429,0.18182,0,0,0,0,0.26241,0,0.28,0,0,0.31034,0,0.20923,0.23209,0.3913,0.27273,0,0.31034,0,0,0.22876,0,0,0,0,0,0,0.30275,0,0,0,0.27869,0,0,0.3913,0,0,0,0,0.34737,0.30909,0,0.3913,0,0,0.33,0,0.3913,0,0,0.29825,0,0,0,0.32692,0,0.30909,0,0,0.3,0,0.31429,0,0,0,0,0.26563,0,0.23944,0,0,0.161,0,0,0,0.30909,0,0.26829,0,0.3617,0,0.3913,0,0.3913,0.3913,0,0.30275,0,0,0.34737,0,0,0,0,0.33163,0.30909,0,0,0,0.16916,0,0.27419,0.23551,0,0,0,0,0,0.3617,0,0,0,0,0,0,0.31034,0,0,0,0,0.28,0,0.35593,0,0,0,0,0,0.18715,0,0,0,0,0,0.24022,0.2912,0.32057,0,0,0,0,0,0,0,0,0.33333,0,0,0,0.2973,0.3617,0,0.32143,0,0,0,0.24028,0,0,0.31148,0.30909,0,0,0,0,0,0,0.30645,0.30317,0,0.3617,0,0,0,0,0,0,0.45455,0.26866,0.26027,0,0,0,0,0,0.25984,0,0,0.45455,0,0,0,0,0.32057,0,0,0
0.15692,0,0.17647,0.34483,1,0,0.16402,0,0.1875,0.17241,0.17241,0,0,0,0,0,0,0,0,0.11111,0.060241,0.16,0.057325,0.16667,0.15169,0,0.19565,0.16667,0,0,0,0.061224,0.1399,0,0.057325,0,0.17045,0.046392,0,0.073171,0.064103,0.059211,0,0.11429,0.088889,0.064103,0.05042,0.16838,0,0,0.29268,0.061224,0,0,0.17241,0,0.057471,0,0,0,0,0.057471,0.11429,0.18919,0,0,0.15084,0,0.068493,0.086957,0.15,0.072626,0,0,0.15504,0.060241,0.060703,0.095238,0.13918,0.055556,0,0,0.083333,0.068493,0,0.20792,0,0.30769,0.21429,0.066667,0,0,0,0.34286,0,0,0,0.083333,0,0.62347,0.069307,0.087336,0,0.055072,0,0,0,0,0,0.15207,0,0.061728,0,0,0.13821,0.17241,0,0,0,0.059211,0.14136,0,0.15692,0,0.058065,0.039216,0,0.5122,0,0.17241,0.057325,0.048,0,0,0,0,0.16062,0,0.062147,0,0,0.21429,0,0.13986,0.1479,0.083333,0.076923,0,0.21429,0,0,0.15122,0,0,0,0,0,0,0.1677,0,0,0,0.17241,0,0.084706,0.083333,0,0,0.16667,0,0.061224,0.061728,0,0.083333,0,0,0.059211,0,0.083333,0,0.04244,0.060241,0,0,0,0.064103,0,0.061728,0.10588,0,0.16667,0,0.057325,0,0,0,0,0.16667,0,0.15464,0,0,0.12294,0,0.23077,0.23077,0.061728,0,0.051429,0.073171,0.068493,0,0.083333,0,0.083333,0.083333,0,0.055901,0,0,0.061224,0,0,0,0,0.056667,0.061728,0,0,0,0.047354,0.025641,0.056818,0.044737,0,0,0,0,0,0.068493,0,0,0,0,0,0,0.21429,0,0,0,0,0.062147,0,0.10588,0.13953,0,0,0.087719,0,0.11472,0,0,0,0,0,0.13289,0.15207,0.060703,0,0,0,0,0,0,0,0,0.056856,0,0,0,0.16564,0.068493,0,0.073171,0,0.045977,0,0.15504,0,0,0.08046,0.061728,0,0,0,0,0,0,0.19318,0.058462,0,0.068493,0,0,0,0,0,0,0.11429,0.064516,0.17172,0,0.11152,0,0,0,0.050279,0,0,0.11429,0,0,0,0,0.060703,0,0,0.12329
0,0,0,0,0,1,0,0.51691,0,0,0,0,0,0,0.17143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088757,0.027624,0,0,0,0,0,0,0,0.032967,0,0,0,0,0,0,0,0,0.027194,0,0,0,0,0,0,0.050633,0,0,0,0.051546,0,0,0,0,0,0,0.063291,0,0,0,0,0,0,0,0,0.025352,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64557,0,0,0.042254,0,0,0.041379,0,0.13158,0,0.041543,0,0,0,0,0,0,0.17241,0,0,0,0.10638,0,0,0,0,0,0,0,0.033113,0.12903,0.10526,0.033898,0.042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056338,0,0,0,0.12632,0,0,0,0,0,0,0,0.068702,0,0,0,0,0,0,0,0,0,0.095238,0,0,0,0,0.58621,0,0,0.17241,0,0,0,0,0,0,0,0,0.076923,0,0,0,0.58621,0,0,0,0,0,0,0.031189,0,0,0,0,0.051282,0,0,0,0.032086,0,0.52795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050691,0,0.039487,0.06422,0,0,0.031579,0.098039,0,0,0,0,0.052023,0,0,0,0.043668,0,0,0.085714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059701,0.05814,0.038961,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025352,0.041916,0,0,0,0,0,0,0,0,0.28125,0,0,0,0,0,0.09375,0,0.17241,0,0.027569,0,0.12941,0,0,0,0.042254,0.030303,0,0,0.36,0,0,0.19512,0,0,0,0,0,0,0
0.12807,0,0.068063,0.25547,0.16402,0,1,0,0.25822,0.066667,0.18974,0,0,0,0,0,0.2236,0.08867,0,0,0.058824,0.077236,0.044944,0,0.050251,0.14545,0.092683,0.064677,0,0,0,0.38095,0.13084,0,0.044944,0,0.06599,0.037209,0,0.091892,0.062147,0.046243,0,0.18012,0.14428,0.062147,0.065637,0.08255,0,0,0.16757,0.047619,0,0,0.066667,0,0.076479,0,0,0,0,0.076479,0.18012,0.10288,0,0,0.05,0,0.065868,0.053659,0,0.1,0,0.18848,0.14452,0.058824,0.098592,0.10053,0.32558,0.043716,0.2236,0,0.10303,0.56886,0,0.21973,0,0.51412,0.29101,0.13978,0,0,0,0.19255,0,0.08867,0,0.10303,0,0.31707,0.10314,0,0,0.090439,0,0,0,0,0,0.042177,0,0.25683,0,0,0.041363,0.066667,0,0.39216,0,0.046243,0.33019,0,0.12807,0,0.045455,0,0,0.16757,0,0.066667,0.044944,0.062731,0,0,0,0,0.11215,0,0.070707,0,0,0.67196,0,0.080679,0.12727,0.46667,0.34259,0,0.10053,0,0,0.15044,0,0,0,0,0,0,0.054945,0.097222,0,0,0.066667,0,0,0.10303,0,0,0,0,0.047619,0.060109,0.2236,0.22424,0,0,0.046243,0,0.10303,0,0,0.058824,0,0,0.033981,0.062147,0,0.12568,0,0.029762,0.054645,0,0.044944,0,0,0,0,0.064677,0,0.060465,0,0,0.06644,0,0,0,0.060109,0,0.040816,0,0.065868,0,0.10303,0,0.10303,0.22424,0,0.043956,0.034286,0.053333,0.19048,0,0,0,0.14545,0.038012,0.060109,0,0,0,0.03876,0,0.055838,0.030806,0,0,0,0,0.097222,0.28144,0,0,0,0,0,0,0.29101,0,0.034286,0.051282,0.12245,0.070707,0,0.28796,0,0,0,0,0,0.27579,0,0,0,0,0,0.10736,0.042177,0.098592,0,0,0,0,0,0,0.079602,0,0.038123,0,0,0,0.054348,0.065868,0,0.091892,0,0,0,0.14452,0,0.12755,0.11795,0.25683,0.025751,0,0,0,0,0,0.086294,0.051771,0,0.065868,0,0,0,0,0,0,0.18012,0.082126,0.077626,0,0,0,0,0.044199,0.32,0,0,0.40373,0,0.074534,0,0,0.098592,0,0,0
0,0,0,0,0,0.51691,0,1,0,0,0,0,0,0,0.16114,0.035874,0,0,0,0.088561,0,0,0,0,0,0,0,0,0.023346,0.175,0.19841,0,0,0,0,0,0,0,0.13043,0,0,0,0,0,0,0,0,0.031107,0,0,0,0,0,0,0.048035,0,0,0,0.32075,0,0,0,0,0,0,0.12664,0,0,0,0.10042,0,0,0,0,0.030181,0,0,0,0,0,0,0,0,0,0,0,0.055276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68559,0,0,0.042254,0,0,0.041667,0,0.080717,0,0.041754,0,0.15625,0,0,0,0,0.3369,0,0,0,0.069498,0,0,0,0,0,0,0,0.036036,0.071795,0.19283,0.03629,0.042254,0,0,0,0,0,0,0.085258,0,0,0,0,0,0,0,0.051643,0,0,0,0.15709,0,0,0,0,0,0,0,0.042991,0,0,0,0,0,0,0,0,0,0.079498,0,0,0,0,0.51852,0,0,0.12299,0,0,0,0,0,0,0,0,0.039801,0,0,0,0.51852,0,0,0,0,0,0,0.033588,0,0,0,0,0.048458,0,0,0,0.034884,0,0.48276,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0.29861,0,0.20663,0.041522,0,0,0.035129,0.13091,0,0,0,0,0.04918,0,0,0,0.096667,0,0,0.047393,0,0,0,0,0,0,0.10573,0.099174,0,0,0,0,0,0.053659,0.11934,0.04,0.3527,0,0,0,0,0,0,0,0,0.056872,0.034043,0,0,0,0.097561,0,0,0,0,0,0,0,0,0.030181,0.042017,0,0,0,0,0,0,0,0,0.15075,0.077922,0,0,0,0,0.050251,0,0.12299,0,0.031423,0,0.095436,0,0,0.074074,0.042254,0.033898,0,0,0.22807,0,0,0.14043,0,0,0,0,0,0,0
0.21716,0,0.092784,0.25714,0.1875,0,0.25822,0,1,0.090909,0.27273,0,0,0,0,0,0.097561,0.048544,0,0,0.031579,0.30522,0.027624,0,0.074257,0.071429,0.34615,0.088235,0,0,0,0.02924,0.20737,0,0.027624,0,0.09,0.022936,0,0.042553,0.033333,0.028409,0,0.073171,0.058824,0.033333,0.030534,0.30031,0,0,0.19149,0.02924,0,0,0.090909,0,0.02695,0,0,0,0,0.02695,0.073171,0.33333,0.13043,0,0.073892,0,0.035294,0.057692,0,0.044335,0,0.082474,0.24828,0.031579,0.030471,0.125,0.068807,0.026882,0.097561,0.059406,0.047619,0.035294,0,0.29204,0,0.6,0.375,0.037037,0,0,0,0.21951,0,0.048544,0,0.047619,0,0.1116,0.044248,0,0,0.02799,0,0,0,0,0,0.068273,0,0.032258,0,0.089888,0.064748,0.090909,0,0.15385,0,0.028409,0.2093,0,0.21716,0,0.027933,0,0,0.19149,0,0.090909,0.027624,0.029197,0,0,0,0,0.087558,0,0.034826,0,0,0.375,0,0.2348,0.19361,0.047619,0.050228,0,0.125,0,0,0.082969,0,0,0,0,0,0,0.24324,0.050228,0,0,0.27273,0,0,0.047619,0,0,0,0,0.02924,0.032258,0.097561,0.047619,0,0,0.028409,0,0.047619,0,0,0.031579,0,0,0.052632,0.033333,0,0.032258,0,0.052632,0.080645,0,0.027624,0,0,0,0,0.088235,0,0.082569,0,0,0.072513,0,0,0,0.032258,0,0.025126,0,0.035294,0,0.047619,0,0.047619,0.047619,0,0.027027,0.05618,0.21053,0.02924,0,0.048544,0,0.071429,0.025862,0.032258,0,0,0,0.029838,0,0.03,0.021028,0,0,0,0,0.050228,0.035294,0,0,0,0,0,0,0.375,0,0.05618,0.070707,0.060302,0.034826,0,0.072165,0,0,0,0,0,0.096078,0,0,0,0,0,0.18668,0.068273,0.030471,0.079208,0,0,0,0,0,0.098039,0,0.025937,0,0,0,0.080214,0.035294,0,0.042553,0,0,0,0.24828,0,0.065327,0.050505,0.032258,0.042373,0,0,0,0,0,0.29,0.029491,0,0.035294,0.050847,0,0,0,0,0,0.073171,0.038095,0.099099,0,0,0,0,0.065217,0.024631,0,0,0.073171,0,0.097561,0,0.097561,0.030471,0,0,0
0.04451,0,0.068182,0.27869,0.17241,0,0.066667,0,0.090909,1,0.066667,0,0,0,0,0,0,0,0,0,0.023256,0.14719,0.018405,0,0.11413,0,0.094737,0.19355,0,0,0,0.019608,0.045226,0,0.018405,0,0.065934,0.015,0,0.035294,0.024691,0.018987,0.051282,0.068493,0.053763,0.024691,0.02459,0.083612,0,0,0.17647,0.019608,0,0,0.066667,0,0.017378,0,0,0,0,0.017378,0.068493,0.42105,0,0,0.048649,0,0.026316,0.052632,0,0.037838,0,0,0.06015,0.023256,0.021538,0.057471,0.135,0.017857,0,0.043478,0.04,0.026316,0,0.11538,0,0.18519,0.10345,0.02924,0,0,0,0.20548,0,0,0,0.04,0,0.092637,0.038462,0,0,0.019608,0,0,0,0,0.11842,0.04,0,0.02381,0,0,0.03937,0.066667,0.028986,0,0,0.018987,0.045685,0,0.04451,0,0.018634,0,0,0.17647,0,0.066667,0.018405,0.023438,0,0,0,0,0.065327,0,0.027322,0,0,0.10345,0.028011,0.10884,0.066667,0.04,0.044776,0,0.10345,0,0.03871,0.061611,0,0,0,0.087805,0,0,0.053892,0,0,0.051282,0.066667,0,0,0.04,0,0,0,0,0.019608,0.02381,0,0.04,0,0,0.018987,0,0.04,0,0.025707,0.023256,0,0,0,0.024691,0,0.02381,0,0,0.125,0,0.018405,0,0,0,0,0.19355,0,0.06,0,0,0.055655,0,0,0,0.02381,0,0.016575,0,0.026316,0,0.04,0,0.04,0.04,0,0.017964,0,0,0.019608,0,0,0,0,0.016026,0.02381,0,0,0,0.024523,0,0.021978,0.012755,0,0,0,0.16,0,0.026316,0,0,0,0.032362,0,0,0.10345,0,0,0,0,0.027322,0,0.068182,0,0,0,0,0,0.094937,0,0,0,0,0,0.035111,0.04,0.021538,0,0,0,0,0.075949,0,0,0,0.016077,0,0,0.03871,0.053254,0.026316,0,0.035294,0,0,0,0.06015,0,0,0.044444,0.02381,0,0,0.035503,0,0,0,0.087912,0.020772,0,0.026316,0,0,0,0,0,0,0.068493,0.03125,0.078431,0,0,0,0,0,0.016216,0,0,0.068493,0,0,0,0,0.021538,0,0,0
